# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSG00000286840	ENSG00000286840	ENST00000764087		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286842	ENSG00000286842	ENST00000669921		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286844	ENSG00000286844	ENST00000750897		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000286845	ENSG00000286845	ENST00000660981		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286853	ENSG00000286853	ENST00000661833		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000286862	ENSG00000286862	ENST00000810023		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286864	ENSG00000286864	ENST00000658803		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286866	ENSG00000286866	ENST00000658418		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286868	ENSG00000286868	ENST00000654615		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286876	ENSG00000286876	ENST00000659573		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286880	ENSG00000286880	ENST00000661102		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286882	ENSG00000286882	ENST00000840014		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286887	ENSG00000286887	ENST00000670377		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286900	ENSG00000286900	ENST00000668606		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286901	ENSG00000286901	ENST00000435035		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286902	ENSG00000286902	ENST00000660906		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286903	ENSG00000286903	ENST00000657795		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286904	ENSG00000286904	ENST00000671139		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286910	ENSG00000286910	ENST00000765859		0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
ENSG00000286912	ENSG00000286912	ENST00000653791		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286921	ENSG00000286921	ENST00000663362		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286924	ENSG00000286924	ENST00000662527		0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0
ENSG00000286926	ENSG00000286926	ENST00000654841		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000286943	ENSG00000286943	ENST00000655254		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286946	ENSG00000286946	ENST00000668818		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286954	ENSG00000286954	ENST00000660833		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286956	ENSG00000286956	ENST00000656733		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286959	ENSG00000286959	ENST00000794533		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000286960	ENSG00000286960	ENST00000659436		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286962	ENSG00000286962	ENST00000835353		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286963	ENSG00000286963	ENST00000731706		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000286965	ENSG00000286965	ENST00000664834		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000286973	ENSG00000286973	ENST00000844010		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286974	ENSG00000286974	ENST00000656765		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286975	ENSG00000286975	ENST00000659469		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286976	ENSG00000286976	ENST00000659778		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000286980	ENSG00000286980	ENST00000671393		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000286982	ENSG00000286982	ENST00000656103		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286983	ENSG00000286983	ENST00000660530		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000286986	ENSG00000286986	ENST00000746501		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286988	ENSG00000286988	ENST00000656212		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000286989	ENSG00000286989	ENST00000658591		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286992	ENSG00000286992	ENST00000758694		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSG00000287003	ENSG00000287003	ENST00000671054		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287006	ENSG00000287006	ENST00000763845		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287007	ENSG00000287007	ENST00000665793		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287008	ENSG00000287008	ENST00000658732		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287014	ENSG00000287014	ENST00000663023		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287015	ENSG00000287015	ENST00000667592		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287016	ENSG00000287016	ENST00000655098		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287021	ENSG00000287021	ENST00000662020		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287022	ENSG00000287022	ENST00000666486		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000287023	ENSG00000287023	ENST00000738134		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000287028	ENSG00000287028	ENST00000783629		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287034	ENSG00000287034	ENST00000654206		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000287039	ENSG00000287039	ENST00000666718		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287043	ENSG00000287043	ENST00000658498		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287045	ENSG00000287045	ENST00000664914		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287046	ENSG00000287046	ENST00000668810		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000287053	ENSG00000287053	ENST00000657713		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287055	ENSG00000287055	ENST00000657856		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287060	ENSG00000287060	ENST00000654019		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287065	ENSG00000287065	ENST00000826390		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287066	ENSG00000287066	ENST00000661484		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287067	ENSG00000287067	ENST00000671107	transcribed_processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287069	ENSG00000287069	ENST00000670571		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000287072	ENSG00000287072	ENST00000662873		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287081	ENSG00000287081	ENST00000657619		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287082	ENSG00000287082	ENST00000777198		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287083	ENSG00000287083	ENST00000663768		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287084	ENSG00000287084	ENST00000659367		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287088	ENSG00000287088	ENST00000658407		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287090	ENSG00000287090	ENST00000664281		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287091	ENSG00000287091	ENST00000664982		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287092	ENSG00000287092	ENST00000817237		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000287094	ENSG00000287094	ENST00000667807		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287097	ENSG00000287097	ENST00000751285		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287099	ENSG00000287099	ENST00000664060		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287100	ENSG00000287100	ENST00000689073		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287105	ENSG00000287105	ENST00000658903		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287109	ENSG00000287109	ENST00000659278		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000287124	ENSG00000287124	ENST00000702412		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287134	ENSG00000287134	ENST00000662638		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287137	ENSG00000287137	ENST00000755033		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287141	ENSG00000287141	ENST00000666287		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000287142	ENSG00000287142	ENST00000654897		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287144	ENSG00000287144	ENST00000655176		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287145	ENSG00000287145	ENST00000660664		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287147	ENSG00000287147	ENST00000656547		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287149	ENSG00000287149	ENST00000652826		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287152	ENSG00000287152	ENST00000667383		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287154	ENSG00000287154	ENST00000663264		0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000287155	ENSG00000287155	ENST00000663611		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287158	ENSG00000287158	ENST00000663801		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287161	ENSG00000287161	ENST00000670133		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000287164	ENSG00000287164	ENST00000749288		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287172	ENSG00000287172	ENST00000654219		0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	0	0	1
ENSG00000287174	ENSG00000287174	ENST00000652799		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287175	ENSG00000287175	ENST00000668154		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287183	ENSG00000287183	ENST00000665695		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287187	ENSG00000287187	ENST00000666931		0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000287196	ENSG00000287196	ENST00000660817		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287198	ENSG00000287198	ENST00000666418		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000287200	ENSG00000287200	ENST00000656936		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287205	ENSG00000287205	ENST00000834936		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287210	ENSG00000287210	ENST00000671192		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287216	ENSG00000287216	ENST00000659875		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287217	ENSG00000287217	ENST00000813531		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287220	ENSG00000287220	ENST00000668227		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287224	ENSG00000287224	ENST00000823960		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287230	ENSG00000287230	ENST00000654135		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287231	ENSG00000287231	ENST00000656217		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287234	ENSG00000287234	ENST00000670830		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287237	ENSG00000287237	ENST00000670207		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287241	ENSG00000287241	ENST00000663240		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287245	ENSG00000287245	ENST00000663040		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287246	ENSG00000287246	ENST00000668998		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000287249	ENSG00000287249	ENST00000784667		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287251	ENSG00000287251	ENST00000662732		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287258	ENSG00000287258	ENST00000658962		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287265	ENSG00000287265	ENST00000665870		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287266	ENSG00000287266	ENST00000653299		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287270	ENSG00000287270	ENST00000654937		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287277	ENSG00000287277	ENST00000715179		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000287278	ENSG00000287278	ENST00000654047		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287280	ENSG00000287280	ENST00000660088		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287281	ENSG00000287281	ENST00000657893		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287284	ENSG00000287284	ENST00000776740		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287286	ENSG00000287286	ENST00000663117		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287290	ENSG00000287290	ENST00000654940		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287292	ENSG00000287292	ENST00000669991		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287299	ENSG00000287299	ENST00000655656		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287307	ENSG00000287307	ENST00000666016		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287308	ENSG00000287308	ENST00000720365		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000287314	ENSG00000287314	ENST00000753825		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287321	ENSG00000287321	ENST00000658524		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287325	ENSG00000287325	ENST00000722143		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287326	ENSG00000287326	ENST00000656840		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287332	ENSG00000287332	ENST00000662748		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000287334	ENSG00000287334	ENST00000668076		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287335	ENSG00000287335	ENST00000653312		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287336	ENSG00000287336	ENST00000661895		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287347	ENSG00000287347	ENST00000654689		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287352	ENSG00000287352	ENST00000824978		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287356	ENSG00000287356	ENST00000661319		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000287358	ENSG00000287358	ENST00000666227		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287360	ENSG00000287360	ENST00000654462		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287362	ENSG00000287362	ENST00000657998		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287367	ENSG00000287367	ENST00000662448		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287372	ENSG00000287372	ENST00000653744		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287373	ENSG00000287373	ENST00000749567		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287376	ENSG00000287376	ENST00000765381		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287377	ENSG00000287377	ENST00000653928		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287378	ENSG00000287378	ENST00000654821		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287383	ENSG00000287383	ENST00000662838		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000287389	ENSG00000287389	ENST00000666494		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287390	ENSG00000287390	ENST00000661392		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000287391	ENSG00000287391	ENST00000670668		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000287399	ENSG00000287399	ENST00000658651		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287401	ENSG00000287401	ENST00000670253		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287403	ENSG00000287403	ENST00000655216		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287404	ENSG00000287404	ENST00000669568		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287409	ENSG00000287409	ENST00000747458		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287410	ENSG00000287410	ENST00000669729		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287413	ENSG00000287413	ENST00000663785		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSG00000287417	ENSG00000287417	ENST00000671400		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287419	ENSG00000287419	ENST00000663302		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287421	ENSG00000287421	ENST00000667697		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287428	ENSG00000287428	ENST00000657119		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287433	ENSG00000287433	ENST00000662866		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287442	ENSG00000287442	ENST00000792178		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287445	ENSG00000287445	ENST00000666901		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287451	ENSG00000287451	ENST00000668438		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287453	ENSG00000287453	ENST00000662276		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287454	ENSG00000287454	ENST00000669020		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000287455	ENSG00000287455	ENST00000671332		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287458	ENSG00000287458	ENST00000659695		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287459	ENSG00000287459	ENST00000655670		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287460	ENSG00000287460	ENST00000663979		0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0
ENSG00000287462	ENSG00000287462	ENST00000669748		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000287469	ENSG00000287469	ENST00000655430		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287473	ENSG00000287473	ENST00000783590		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000287474	ENSG00000287474	ENST00000670606		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000287476	ENSG00000287476	ENST00000664439		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287479	ENSG00000287479	ENST00000668201		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287480	ENSG00000287480	ENST00000657756		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000287482	ENSG00000287482	ENST00000670881		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287489	ENSG00000287489	ENST00000671499		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287502	ENSG00000287502	ENST00000668911		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287505	ENSG00000287505	ENST00000657004		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287507	ENSG00000287507	ENST00000660472		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287508	ENSG00000287508	ENST00000667845		0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000287518	ENSG00000287518	ENST00000840173		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287520	ENSG00000287520	ENST00000668097		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287521	ENSG00000287521	ENST00000663206		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287524	ENSG00000287524	ENST00000671212		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287526	ENSG00000287526	ENST00000657364		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287530	ENSG00000287530	ENST00000655811		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287536	ENSG00000287536	ENST00000652952		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287537	ENSG00000287537	ENST00000815353		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000287539	ENSG00000287539	ENST00000667381		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287540	ENSG00000287540	ENST00000671050		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287541	ENSG00000287541	ENST00000656625	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287544	ENSG00000287544	ENST00000662794		0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ENSG00000287545	ENSG00000287545	ENST00000658360		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287550	ENSG00000287550	ENST00000656215		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287552	ENSG00000287552	ENST00000667612		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287558	ENSG00000287558	ENST00000659713		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287560	ENSG00000287560	ENST00000658425		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000287561	ENSG00000287561	ENST00000658070		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287566	ENSG00000287566	ENST00000658565		0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000287567	ENSG00000287567	ENST00000666024		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287575	ENSG00000287575	ENST00000671547		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287579	ENSG00000287579	ENST00000791130		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287588	ENSG00000287588	ENST00000753281		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287590	ENSG00000287590	ENST00000739863		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287591	ENSG00000287591	ENST00000665073		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287595	ENSG00000287595	ENST00000736319		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287596	ENSG00000287596	ENST00000662193		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287599	ENSG00000287599	ENST00000656210		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
